Mutation,Value
CTNNB1,0.0726027119817863
PTEN,0.06378587948662273
ARID1A,0.063424707775306
KRAS,0.058261587748247884
TP53,0.05371651390835478
PPP2R1A,0.04419348798802355
BCOR,0.029309839440916634
RPL22,0.023880986827850028
ACVR2A,0.0192760438469312
CTCF,0.015958013323342044
DOCK3,0.012775130392490622
CD93,0.01115985721750612
ESRP1,0.010674751790234725
RNF43,0.010094460615811719
DAZAP1,0.008794266320050552
FGFR2,0.008728331103102905
BCL11B,0.008418149244546851
ASH1L,0.008105116518239783
WASF1,0.008048897363261344
AMMECR1,0.00798473034335881
NFE2L2,0.007696136365418875
ZMIZ1,0.007607671123261334
CCND1,0.007343127174006665
KCNMA1,0.007276499069603912
CTNNA2,0.007208738982550635
ZNRF1,0.0070512520561912
ZNF609,0.006365375773272128
SYNE1,0.006109567408679985
JAK1,0.006046409811910665
PCDH9,0.0059336102124870225
INPPL1,0.005857379446664456
RNF2,0.005662348172946101
ZFHX3,0.0052408218625596545
TNRC6B,0.005162795597772461
HAS2,0.00512545813969876
IQSEC2,0.00501792708331408
ARID5B,0.004937042349781976
DTNA,0.004851942007869148
MAF,0.004844785010772877
LRRC4,0.0047342424754814195
DDHD1,0.004724129820619028
PTENP1,0.004676479656150532
KAT6B,0.0044833559379041715
BCL11A,0.004423762439226955
MUM1L1,0.004420164444256583
CSMD3,0.0037294655588160563
NRK,0.003689682966516649
POU3F2,0.0036807740101726352
SCAF4,0.0036109448088015813
CHD3,0.003526458775136571
CSNK1G1,0.0034489964568035314
PHF2,0.0034012837191290295
SHC1,0.003361432491548605
TTK,0.0032116242057553244
RBFOX1,0.0030384818583778
RAB14,0.0028714447493743277
KMT2C,0.0028613010254050957
MED13,0.0026960003562839113
POF1B,0.0026714007873949483
BCAS3,0.002560604313649043
NEXN,0.00254402281426816
MMP16,0.0025424086367653058
KIAA1024,0.0025065605386086396
NCOR2,0.0024949145980089254
FOXJ3,0.002493393263929915
DONSON,0.0024528963417586058
TRIM9,0.002416141485139439
ZNF644,0.0024160060365473073
NOL4,0.0024099465642240148
NSD1,0.0023769047012046204
RIMS2,0.002352162734599031
CLASP1,0.0023142063443011567
FAT1,0.0023016802983004078
NIPBL,0.0022718330712646157
MEF2C,0.0022261492641527177
API5,0.0021634054451766666
DRD5,0.0021572377789225877
DDX18,0.002119139449424947
SETD1B,0.0021127567120042623
LMAN1,0.002046191803134562
PID1,0.0019392324610117185
CPEB2,0.0019055778101093421
COLGALT2,0.0019031759597234034
NAP1L1,0.0019029058411614969
ATXN1,0.0018717241430446716
KCNA4,0.0018550418118626181
DUT,0.001825097524074295
TTC3,0.0018189027284328829
NCOA3,0.0017711127311954805
SMARCC1,0.0017494244954818208
GPAT2,0.0017350503864300819
PPP1R12A,0.0017208028521455113
DYNC2LI1,0.0017141714157236179
MKNK2,0.0016813126243314213
ASB7,0.0016429851314475274
ANKH,0.0016409273815221866
SRRM2,0.0016020379845610151
SIK1,0.00159786736576654
BMP2,0.0015963541964247787
KIAA2026,0.0015785404664628013
SRRT,0.0015728563402942072
DMTN,0.001567810559041725
MARK1,0.0015641783729037114
CASP7,0.001563306067697248
ZNF148,0.0015586587475138706
KDM5A,0.0015506673697172684
SHCBP1L,0.0015400647395738397
BCL7A,0.001538674871662086
FXR1,0.001511350521197673
RBM25,0.0014986403856029173
ZNF716,0.0014908562155195556
ELMSAN1,0.0014883774463352835
FAM46A,0.001464514236748586
MBD6,0.0014546815732863515
ANKHD1,0.0014473514782698984
CXCL5,0.0014164015015994001
FRYL,0.0014124719598264692
POU4F2,0.001412111271724212
CDC25C,0.0013956564060646512
NDST1,0.0013822776049305
HPS1,0.0013819423105563763
LCP2,0.0013757606219227505
RTKN2,0.001364004720790739
FBXO48,0.0013431945423344406
STX6,0.0013268414487321953
MFRP,0.0013256363286360182
HIVEP1,0.001301931347529989
PLAG1,0.001301809846914427
SEPHS1,0.0013001194722927433
EPN2,0.0012928787496814123
ZNF681,0.0012812752686208427
NF1,0.0012750689917403928
IFT20,0.0012715750312440998
DDX27,0.001257846842695682
GRIK4,0.0012560671974903232
C11orf84,0.0012539146299321245
DYRK1A,0.0012384485046981466
POTEG,0.001235242231055135
N4BP2L2,0.0012327568037858623
CIT,0.001207709982599138
SLC6A6,0.0012025302553431035
PCNP,0.001195954964722239
ZBTB34,0.001184175058330257
ASXL2,0.0011656520493613202
FBN2,0.001161701012585664
THSD1,0.0011613213837661858
RAB1B,0.0011520053248252427
NFIA,0.0011432173253069263
PAX6,0.0011263808169249495
FOXP1,0.0011216463883275086
LOXHD1,0.001097963510684906
C3orf70,0.0010951250693689409
C11orf57,0.0010919136999080915
AK2,0.0010797509343037017
RGS12,0.00105773144911847
HNRNPR,0.0010528754237116046
AVEN,0.0010459123328915908
ADD3,0.0010448523243885542
ATPAF1,0.0010312989993066597
FAM186A,0.001026510793695207
ONECUT2,0.0009966665756747173
ST8SIA4,0.0009958148193825794
ELOVL5,0.0009935022605646131
TIMP3,0.0009862573945245432
SMURF1,0.0009794603843242347
DLG3,0.0009790681671448184
DENND4B,0.0009653293392577891
MAN2A1,0.0009614813625079092
PDCD6IP,0.0009100976059005275
ZC3H18,0.000909723320135966
HOXD10,0.0009087616318318126
SGMS1,0.0009073069541819376
ELK3,0.0009024318335164071
ZBTB20,0.0008987097265052118
DPF3,0.0008958160636123695
SLC22A6,0.0008813927797527458
ZNF618,0.0008812225598842259
ARF5,0.0008797748707361559
ZFP37,0.0008635084198315508
DDX17,0.0008568480758605464
ANKRD13C,0.0008481205542252411
PSMA8,0.0008428732916821607
VANGL2,0.0008325134202101583
FOXP2,0.0008216055484037
MSH3,0.0008196843021888884
SLC25A33,0.0008174936084871141
GLTSCR1,0.000806647721081056
IGF1R,0.0007912291042359449
GRIA2,0.0007883263141633549
KIF20A,0.0007849003756696626
ZNF134,0.000776542171648804
ARHGEF18,0.0007756399306534274
HDAC4,0.0007756013098769208
FAHD2A,0.0007752439575216165
DENND6A,0.0007719784056042498
AP1S1,0.000764435672133916
ZFP91,0.0007631733690920631
ONECUT1,0.0007614934421847978
ACKR4,0.0007597295549803311
SCN3A,0.0007561302319135097
CNTLN,0.0007558912596190393
DYNC1LI2,0.0007540615412504725
CHM,0.0007527203756428997
TRIM2,0.0007520653346708014
POU2F3,0.0007382591905188536
KRT28,0.0007277774106805947
DYRK2,0.0007271010608136335
ZNF626,0.0007266700567127233
AGAP6,0.0007197096932501105
DNAJC7,0.0007134712980762011
ZNF623,0.0007121305065202985
RBM12,0.0007099563271157758
WIPF1,0.0007010896252810809
SMC2,0.0006916777272859287
GOLT1B,0.0006914692639230118
RC3H1,0.0006767533203641064
SLC38A2,0.0006754959755170156
KANSL1L,0.000674519837782683
ADAMTS17,0.0006729019253070697
ZNF217,0.0006714516901599838
MATR3,0.0006642421621317708
KIAA0355,0.0006622826603150905
SMTN,0.0006609143509193775
ADNP2,0.000657719896680792
BCORL1,0.0006557479570945244
TCF4,0.0006386650465492137
COL7A1,0.0006339605044094057
TPD52,0.0006301676465339099
RBM12B,0.0006216054492672186
SNX20,0.0006192607373984801
ZNF503,0.000618928020467665
ELOVL6,0.0006055761939223438
FAM222A,0.0005985350491333213
LRRC3,0.0005909811768836788
PLEKHA3,0.0005903519881638311
SHC4,0.0005864729785156769
FNDC3B,0.0005834406058664458
NT5C3B,0.00057610448651499
BDNF,0.0005643028974369317
XKR6,0.0005591233622030243
ZXDB,0.0005500246326241018
LRFN5,0.0005349745554835818
G3BP1,0.0005301233146542019
SENP2,0.0005201772630027684
PRB4,0.000516854309675985
KBTBD8,0.0005153068939861002
CHD2,0.0005138113574199109
ZBTB46,0.0005080481143492281
KLF3,0.0004996121090670867
IGF2BP1,0.0004988668834253644
HMBOX1,0.0004974130662206819
TP63,0.0004878703394946738
KPNB1,0.0004871957099010167
KCNK2,0.00048504963160058014
E2F7,0.00048479271262072795
DNAJC14,0.0004837692001608703
KANSL1,0.0004802111280746124
CLSTN3,0.0004798966087887299
IRX3,0.00047653842522538977
BCL3,0.000475119440373212
XYLT2,0.0004743106362365591
ST3GAL1,0.0004725164201258842
TOX,0.0004635565740378549
ATRX,0.0004560098059719118
SLC3A2,0.0004556088874182897
C1R,0.0004519945165341185
SNX9,0.0004493579656731835
GRM8,0.00044765205476497916
ACOX1,0.00044231348479103225
USP35,0.0004413064965407289
RAB7A,0.0004292357225129995
QKI,0.0004286070748538504
KDM5B,0.0004211970653163337
ITGAV,0.00041450215303058004
C18orf25,0.00041332605543491414
TNRC18,0.0004118375692646144
SRF,0.0004059120422613422
UFL1,0.0003984175743018565
SV2B,0.0003962368573210079
ARHGAP26,0.00038806406823696884
DNAH7,0.0003860655965444712
FAM19A2,0.0003859390870328426
PXDN,0.00038587873284429673
LSM2,0.0003844752606283079
B4GALNT4,0.00038135915239071003
SIKE1,0.0003811724663683906
FAM126B,0.0003802840903424648
SOX9,0.0003793853203097492
PRRG1,0.00037708627758214157
XIST,0.00037528323678002237
PRRC2C,0.00037194776952199975
MAX,0.00036850182171766844
ATP11A,0.0003684965573527709
COX18,0.00036411095137332914
SH3D19,0.00035815038961405223
ESF1,0.00035672173360978176
GAB1,0.00035435392683368105
TMC7,0.00035234739250383193
HIPK2,0.0003481249004266593
FOXK1,0.00033056846956238853
LPGAT1,0.00032816524335577883
MRI1,0.0003217722889246211
GCNT2,0.0003211961193591747
LPHN3,0.00031990316907102266
INSM2,0.00031504505605133286
TCERG1,0.000310287324617972
JRK,0.00030931299570762557
AASDH,0.0003090201597905485
ATP8B1,0.00030895451446042333
LIN9,0.00030388988520293846
RYBP,0.0003037259241824894
LRRC8D,0.00030170105558231694
MAP4,0.0002985806847757536
FBXO46,0.00029833299447106827
OR7C1,0.000294564899426991
TMOD3,0.0002874843974140076
HIC2,0.0002866930800209724
EFNA3,0.0002865609340143061
FMR1,0.0002851420274757297
ERO1L,0.00028391391175379063
MKRN1,0.0002777594925667777
PCDHB5,0.00027730035357849327
SPATA6,0.0002721711914900462
CLVS1,0.0002662009694657598
ZNF486,0.00025630457061498317
PHF14,0.00025523392104466523
HSD3B1,0.0002540607467321684
ARPP19,0.00025269416865343847
PIGO,0.0002510434299819577
COL11A1,0.00025007563007694027
TBX4,0.00024929311175678735
AKAP7,0.00024704767240751814
HOXA11,0.0002441847192104585
USP28,0.00024342453316854656
RNF165,0.00024137033309197946
TCEAL1,0.00023518790662707833
CNR1,0.0002334733647934614
C2orf42,0.0002301143998243346
DZIP1,0.0002274702793162228
NR1H4,0.00022307356257650593
NOVA1,0.0002134401154145191
CAMSAP2,0.0002110245486722753
XRRA1,0.00020953016077226454
DOC2B,0.00020832736353688968
OSBPL9,0.00020401207374457482
SLC12A9,0.0002038995305874892
SLC35G1,0.0002018901260483724
NOC3L,0.0002009258457460469
MAEA,0.000198710243669678
FOXJ2,0.0001977071959407061
HOXC10,0.00019627340876804175
KIAA1551,0.00019462016121953482
LRRN3,0.00019311818747953864
CFP,0.00019308703636857305
SPEG,0.00019276738981805673
PPP2R5A,0.00019198828109701218
MAGI1,0.0001904582272942902
SH3PXD2A,0.00019028187908574242
PDE4A,0.0001874799584061341
FANCM,0.0001866856092321733
SOX4,0.00018477725963985162
KCNH2,0.0001814366127859346
CWF19L2,0.00017864948922567933
HSDL2,0.00017725628840929418
SLCO5A1,0.00017639390665868403
MTMR11,0.00017475269401430132
MYO1A,0.00017379038582273658
KIAA0141,0.00017303984227433025
HNRNPD,0.00017141200665974198
UBTF,0.00017140301506166758
CBLN4,0.00017062671083052636
DENND1C,0.00016792763091247903
SETDB2,0.00016666957398180608
EAF1,0.00016363742194468972
WDR33,0.00016163025278507367
VEGFA,0.000161208226862362
BTBD7,0.00016063712911351758
SREK1IP1,0.00015917620690635327
NOTO,0.00015092269145698127
AMOT,0.0001493535150509477
THOC1,0.00014848634771485488
LPHN2,0.00014831297123903565
MAP3K7,0.00014389919763178356
HPS3,0.00014370404170705622
SLC1A5,0.00014162375322467462
RHOBTB3,0.0001412719402583803
KLKB1,0.00014008688355596934
TSPAN15,0.00013985438907593894
COBLL1,0.00013911881613146255
POTEE,0.0001379630472677969
PUM2,0.00013290625667231116
AGO4,0.00012831888507795566
SMEK1,0.00012170860167433586
FAM189B,0.00011937069829186361
KMT2A,0.00011650385803386849
SSPO,0.0001083309726699716
IRF2BPL,0.00010515456369039206
DLX5,0.00010023357012040587
XPO4,9.590273360982282e-05
DHX34,9.464985761081383e-05
MESDC1,9.016854970989887e-05
NRIP1,8.860362725074905e-05
TCF20,8.666558809411877e-05
AFF1,7.879358813255866e-05
BAZ2B,7.876381595749049e-05
C5orf42,7.564666717871356e-05
TTC17,7.46758398854638e-05
HELZ,7.369399792950605e-05
BRD9,7.250237539171217e-05
ZNF621,7.079058891601332e-05
ZNF281,6.906753453384551e-05
USP44,6.691802943910819e-05
C6orf120,6.560277443418807e-05
UGGT1,6.148601187302638e-05
CHRDL1,6.12776944265254e-05
SENP1,6.062158771116899e-05
ZMYM4,5.783817741805509e-05
MAP3K2,5.310031131395118e-05
SLX4,5.1075619468244375e-05
SPRED1,4.98193589066834e-05
PLCXD3,4.865536440761829e-05
AKAP6,4.793972383248247e-05
ABI2,4.622326809774018e-05
VPS13A,4.580613604349596e-05
C6,4.401125940843396e-05
UPF3A,4.153663668237738e-05
RAC1,4.0649039286681516e-05
SFN,4.040946584421504e-05
PARK2,3.9632560408533885e-05
ZNRF3,3.90104264073596e-05
GFRA2,3.712323282772191e-05
PARD3,3.110874342466501e-05
DLG4,2.9189938344616866e-05
BTBD11,2.7550919468229943e-05
UBE2G1,2.6667996713083718e-05
ALYREF,1.625807248615395e-05
CNOT7,1.5053397213394917e-05
TMCC2,0.0
SNORD116-3,0.0
TMEM50A,0.0
COL11A2,0.0
USP9X,0.0
SRFBP1,0.0
STX17,0.0
SMPD2,0.0
STXBP4,0.0
CNOT2,0.0
TEAD1,0.0
CPEB3,0.0
ATRN,0.0
CTNNAL1,0.0
TAF1C,0.0
BHMT,0.0
BLZF1,0.0
CAAP1,0.0
CANX,0.0
C4orf21,0.0
TAOK2,0.0
DET1,0.0
BTG2,0.0
SYT7,0.0
CC2D2A,0.0
TEAD3,0.0
SUGP2,0.0
CCDC160,0.0
CCDC28A,0.0
TCF7L1,0.0
CDK13,0.0
CDR2L,0.0
CHRM4,0.0
CLCN4,0.0
TMED9,0.0
CLRN1,0.0
VEGFB,0.0
RSPO2,0.0
DGCR9,0.0
VWA1,0.0
INO80E,0.0
PLEKHH1,0.0
ZNF385A,0.0
TLL1,0.0
KCND1,0.0
PLEKHG7,0.0
PHLDB2,0.0
PHF1,0.0
KCNH7,0.0
PAX5,0.0
OR13C8,0.0
NUMBL,0.0
NT5M,0.0
TMBIM4,0.0
NOL9,0.0
NELFE,0.0
MXI1,0.0
LCOR,0.0
LENG8,0.0
MIER3,0.0
LRPPRC,0.0
MIER2,0.0
LTBP2,0.0
MAPRE1,0.0
TSHZ3,0.0
IL2RG,0.0
IGDCC4,0.0
PTX3,0.0
SATB2,0.0
UBR7,0.0
DOT1L,0.0
SLC2A13,0.0
TOX3,0.0
EFNB3,0.0
EIF4EBP2,0.0
SDK1,0.0
ZDHHC18,0.0
EMX2,0.0
EPHB6,0.0
ZMYND19,0.0
RPS6KA1,0.0
PYGO1,0.0
FBXO21,0.0
ZNF34,0.0
FETUB,0.0
FMO2,0.0
TRAV14DV4,0.0
FYN,0.0
FZD5,0.0
RP11-320N21.2,0.0
GNG12,0.0
GPC2,0.0
RARRES3,0.0
MRAS,0.0
CEP152,0.0
ARHGEF35,0.0
PLXND1,0.0
SIPA1L2,0.0
SET,0.0
RP11-465B22.5,0.0
RNF13,0.0
RBM27,0.0
RAB8B,0.0
PTPRF,0.0
PHC1,0.0
FSIP2,0.0
MBNL1,0.0
MAPK1,0.0
KPNA3,0.0
KIAA1919,0.0
KIAA1456,0.0
KCNC1,0.0
GRHL3,0.0
SLC16A4,0.0
SLC44A1,0.0
SND1,0.0
SYDE2,0.0
DCBLD2,0.0
CYTH1,0.0
COL19A1,0.0
CLCN5,0.0
CD47,0.0
CCND2,0.0
BHLHE40,0.0
BEND3,0.0
B3GNT5,0.0
AR,0.0
ARL2BP,0.0
AMMECR1L,0.0
ALKBH8,0.0
ZC3H11A,0.0
YAP1,0.0
GOLGA7,0.0
ENO4,0.0
EBF1,0.0
CCDC90B,0.0
ABHD17B,0.0
TNFSF11,0.0
PIK3R2,0.0
NR4A2,0.0
NFASC,0.0
MGAT3,0.0
MEX3A,0.0
HAND2,0.0
CSNK1A1,0.0
CNNM4,0.0
CNNM1,0.0
C12orf29,0.0
TRPS1,0.0
ARID1B,0.0
TFAP2B,0.0
ATP2B2,0.0
CELF2,0.0
DTX4,0.0
DDX3X,0.0
CEP41,0.0
CDC25A,0.0
ADAR,0.0
ABHD13,0.0
UNKL,0.0
UBFD1,0.0
TMEM184B,0.0
RSBN1L,0.0
REPS2,0.0
REP15,0.0
PLCB1,0.0
NLGN1,0.0
LATS2,0.0
ELAVL2,0.0
EFCAB14,0.0
FASN,0.0
GRSF1,0.0
ANGPTL1,0.0
3-Mar,0.0
PRSS27,0.0
PIH1D3,0.0
NPTN,0.0
NOP14,0.0
NCS1,0.0
MTSS1L,0.0
METTL2A,0.0
LSM11,0.0
IPO11,0.0
LPAR3,0.0
KIAA0232,0.0
KCTD9,0.0
JUND,0.0
ITPR2,0.0
HS2ST1,0.0
HOXC6,0.0
PUM1,0.0
RABGAP1L,0.0
RAD21,0.0
SH3BGRL2,0.0
AFG3L2,0.0
ACTA1,0.0
AC068987.1,0.0
ZNF654,0.0
YES1,0.0
YAF2,0.0
UBE2B,0.0
TSPAN5,0.0
TOR3A,0.0
TMEM60,0.0
TBX2,0.0
STAMBP,0.0
SOWAHA,0.0
SLITRK3,0.0
SLC39A9,0.0
GXYLT1,0.0
GRM3,0.0
GPC4,0.0
TMEM64,0.0
SORCS1,0.0
SLMAP,0.0
SLC25A16,0.0
