Mutation,Value
TP53,0.07206901832818143
ARID1A,0.06373029305850757
PTEN,0.06242090504009261
PPP2R1A,0.06210105806679816
KRAS,0.040446184881807595
BCOR,0.03378183381232547
RPL22,0.028462872703490905
RNF43,0.02375104287574947
ACVR2A,0.018483652892512623
ESRP1,0.017819892733663082
DOCK3,0.014650513849895509
ZFHX3,0.014077639413539032
CTCF,0.013574245039164445
JAK1,0.013074322552271693
TTK,0.01258281105027413
ARID5B,0.012542478506258756
KCNMA1,0.011834160711588534
BCL11B,0.011228446849533764
CD93,0.010643595244221085
TNRC6B,0.010641161770063214
QKI,0.01039599492260753
DTNA,0.010390115532438531
PTENP1,0.009723168554873832
ASH1L,0.009277243761907718
ZBTB20,0.009258086332716265
FGFR2,0.009087536124705005
ZNRF1,0.00877151283687009
WASF1,0.00867471262045404
HAS2,0.007798687339134558
CSNK1G1,0.007719446207733473
CPEB2,0.007512179278935015
KMT2C,0.007049293145694047
CTNNA2,0.006995890767665242
ZNF609,0.006907331784384504
ST8SIA4,0.006648522679695607
DAZAP1,0.006272766396992444
SETD1B,0.00620732490485932
INPPL1,0.005834400232721592
NRK,0.005663046264682519
PCNP,0.0055428010224907375
EPN2,0.005500362347303225
CCND1,0.0051706718544532885
DRD5,0.005047308067215917
API5,0.004930087795571954
MAF,0.00482077222577685
NCOA3,0.004558726113539662
RBFOX1,0.004492333540956635
MSH3,0.004292727565932814
RNF2,0.004244900559368758
CNTLN,0.0041697631692612785
TRIM9,0.004067106348693217
GRIA2,0.00396886192860537
CASP7,0.0038819665768687773
ELK3,0.00379973490692044
GPAT2,0.0036615592362137634
FBN2,0.0036585262920849574
POF1B,0.003518820583956905
RBM25,0.003314097320498286
CXCL5,0.0032513630475398203
IQSEC2,0.0031761777697629505
FAM46A,0.003141080462038114
POTEG,0.003116025861008864
DONSON,0.0030440341907254794
NCOR2,0.0030284698652218132
LRRC4,0.00295731474785636
TCF4,0.0029518283091861997
BCL7A,0.002949153044028412
MBD6,0.0028422751820149517
SHCBP1L,0.0027522887157934457
ZMIZ1,0.002747444960949286
PHF2,0.0026943227347099707
ZNF618,0.002683508928473409
NRIP1,0.0026056309789030036
BTBD7,0.0026038025557466055
BCL11A,0.002582817481177678
FANCM,0.0025118758698288762
TNRC18,0.0024922616663937236
SMARCC1,0.002484221520391374
KCNA4,0.002478893612526748
LCP2,0.002429095188135417
SLC3A2,0.0023194596223253885
KLF3,0.00231573872825243
SCN3A,0.0023065571861292534
DDX27,0.0022636510381801454
RBM12B,0.0022271868004456723
DYNC2LI1,0.002224776374200888
HDAC4,0.0022220875227860317
PLAG1,0.0022059738997358648
TCF20,0.002133633283331032
NSD1,0.002131497572421419
NDST1,0.002007508716820869
DUT,0.001981864352530808
G3BP1,0.0019765654286244038
SRRT,0.0019216090118419158
ARID1B,0.0019139328007062486
SHC1,0.0018971636991995614
AGAP6,0.001890228394511182
LMAN1,0.0018826916848608032
SEPHS1,0.0018544742522248016
SMURF1,0.0017958470803583798
MUM1L1,0.001762860699273894
RAB1B,0.0017599321664673081
DDHD1,0.0017431907764755413
TPD52,0.0017159124710302426
ANKRD13C,0.001692979617660159
PPP1R12A,0.0016678887258193497
SIK1,0.0016613951286680686
PCDH9,0.001647181216618216
BCORL1,0.0016202526788567668
DENND6A,0.0016005029018891315
TTC3,0.0015993711525766918
MMP16,0.0015957822933516518
HMBOX1,0.0015868791146126094
FAHD2A,0.0015691428552969749
FOXP2,0.001554953432767253
CSNK1A1,0.0015316628876150382
RAC1,0.0015106397975413195
ZNF148,0.0014945122713557809
ZNF626,0.001477729412574798
ZMYM4,0.0014774749536790835
ANKH,0.001475522353015209
CLVS1,0.0014597246440352476
GOLGA7,0.0014100986731716459
KDM5B,0.0014018660873764141
FMR1,0.001379412408013693
TCERG1,0.001377235409224113
PDCD6IP,0.001377213492728637
NF1,0.0013742465398511577
STAMBP,0.0013622899983906855
ASXL2,0.0013585254157193344
SH3D19,0.0013498058557974643
CWF19L2,0.0013476711474285634
FXR1,0.001343568647789277
FOXP1,0.0013274171450822782
NFASC,0.0013245635927134505
CNNM4,0.0013004901856820046
COLGALT2,0.0012997880867305098
C18orf25,0.0012969034218651672
NOL4,0.0012811665234286674
TRIM2,0.0012153580668440957
IGF2BP1,0.0011926365112963691
ZBTB46,0.0011815994930482162
ZNF503,0.001178723457885954
FBXO48,0.001174584685068679
ZXDB,0.0011318575197062067
PIK3R2,0.0011042011275975282
COL7A1,0.0010835479986833207
PXDN,0.0010755240990124105
MKNK2,0.0010674608102164888
FRYL,0.0010498168585810457
KDM5A,0.0010058538145936201
ITGAV,0.0010040007205293546
IRX3,0.0009800956139984001
XKR6,0.0009635016003413006
REP15,0.0009328490930647076
MYO1A,0.0009175146460136228
RBM12,0.0008904718652891448
PLEKHA3,0.0008889309260019953
COBLL1,0.0008754820274344786
USP28,0.0008512767320641728
STX6,0.0008113418523183962
AFF1,0.0007909213249602849
GCNT2,0.0007819028410840467
ZNF716,0.0007774077333624077
ZNF621,0.0007742474907550439
B4GALNT4,0.0007589008882003632
CDC25A,0.0007557879080978805
MAPK1,0.0007485340923796378
RSBN1L,0.0007432035824088781
EFCAB14,0.0007186167981737053
TMC7,0.0006939276414506489
HS2ST1,0.0006908019504847498
ARF5,0.0006861924882823655
CCND2,0.0006670218766070057
SYDE2,0.0006608463076960686
DDX17,0.0006549906387556373
MFRP,0.0006461553802780036
CD47,0.0006373855192320599
GRM8,0.0006340475002316645
SENP2,0.0006194922126184951
MAGI1,0.0006100404526806122
COL19A1,0.0006017968124018516
FAM19A2,0.0006003808900272773
RC3H1,0.0005993002081715362
DDX18,0.000590334538786424
UBTF,0.0005902949025432118
RYBP,0.0005846264883219159
SPEG,0.0005785000313832018
DPF3,0.0005401955137709498
GOLT1B,0.0005362518450881773
POU3F2,0.0005331066635601816
ESF1,0.0005277130632789501
CHD2,0.0005210018308086653
PRRG1,0.0005119655257297577
